transaction_ref,reason,severity,flagged_at
8dcdcee9-cc84-4c8e-9892-04581600f8dc,velocity_breach,medium,2026-09-11T10:47:07.463Z
04196713-fd3b-4f5c-8946-49577391473e,velocity_breach,medium,2026-09-11T10:47:07.463Z
b77670cc-52ef-4fca-b897-fd6abbb76bff,velocity_breach,medium,2026-09-11T10:47:07.463Z
13e144d5-f064-4ab0-9ac1-57ae562b663c,velocity_breach,medium,2026-09-11T10:47:07.463Z
2c1cd9eb-569c-4d24-8a82-dc4b2af58ada,velocity_breach,medium,2026-09-11T10:47:07.463Z
0b35b22b-12db-4816-8db3-05a1f427e06e,velocity_breach,medium,2026-09-11T10:47:07.463Z
5598f1f4-3446-4ad0-811e-c18ef79eb390,velocity_breach,medium,2026-09-11T10:47:07.463Z
66c36079-5d4e-467f-8cb6-6be85512f53c,velocity_breach,medium,2026-09-11T10:47:07.463Z
e33d99f5-f83d-405d-871c-542d9d05c3b4,velocity_breach,medium,2026-09-11T10:47:07.463Z
76426204-da94-416a-8813-02635f2b3183,velocity_breach,medium,2026-09-11T10:47:07.463Z
d2a12fe9-5b69-4481-b4d8-88c5305ca1b9,velocity_breach,medium,2026-09-11T10:47:07.463Z
7afcae9c-6155-40d5-9b38-31acd88de868,velocity_breach,medium,2026-09-11T10:47:07.463Z
bb386fe2-0ba6-41ad-893b-af127404f47e,velocity_breach,medium,2026-09-11T10:47:07.463Z
cb5380cf-9646-4781-83ab-330894fc7f7c,velocity_breach,medium,2026-09-11T10:47:07.463Z
292b3e5e-cc2b-4116-8745-9c1e11352b38,velocity_breach,medium,2026-09-11T10:47:07.463Z
df744b7b-c448-48de-93de-61fe2d57e42d,velocity_breach,medium,2026-09-11T10:47:07.463Z
33f87a68-85f1-4804-be9e-534aaf3e8785,velocity_breach,medium,2026-09-11T10:47:07.463Z
c8f529b3-38be-4adc-bc5c-0c9018a512fc,velocity_breach,medium,2026-09-11T10:47:07.463Z
4d8547ad-21e1-412a-99a8-b166a414496c,velocity_breach,medium,2026-09-11T10:47:07.463Z
7c96fcb7-3248-4560-abf2-207b1ed0dde6,velocity_breach,medium,2026-09-11T10:47:07.463Z
fa8b07c6-46d5-481f-827f-90335cea3cd5,velocity_breach,medium,2026-09-11T10:47:07.463Z
857a1b25-8ebc-4d6b-87f8-1c36ac67f3ea,velocity_breach,medium,2026-09-11T10:47:07.463Z
2e1a4c7d-b22e-4266-af8c-640b4a724712,velocity_breach,medium,2026-09-11T10:47:07.463Z
7a62447f-7a82-45d3-953b-19e99b36d96e,velocity_breach,medium,2026-09-11T10:47:07.463Z
45564061-6ed5-40af-bf57-7b33f974135b,velocity_breach,medium,2026-09-11T10:47:07.463Z
2ca7a494-48a0-4091-b796-ffb5dab50220,velocity_breach,medium,2026-09-11T10:47:07.463Z
a2d6c240-9987-4a8a-9a04-9e21c9189aea,velocity_breach,medium,2026-09-11T10:47:07.463Z
c93110d7-a5f4-493b-90ec-e86e74b3344c,velocity_breach,medium,2026-09-11T10:47:07.463Z
60aa5b25-38ca-40c5-98a7-7a02cf5f984c,velocity_breach,medium,2026-09-11T10:47:07.463Z
6671a80d-67b0-4f86-b59e-6c6c13cfb571,velocity_breach,medium,2026-09-11T10:47:07.463Z
2f0b5d24-af51-4db0-914d-cb8cd475a9b0,velocity_breach,medium,2026-09-11T10:47:07.463Z
3f4e10d6-04c5-4cba-990f-341355b7ab05,velocity_breach,medium,2026-09-11T10:47:07.463Z
ceb061ba-d7d7-4d8e-8007-c01f590bc993,velocity_breach,medium,2026-09-11T10:47:07.463Z
224db80e-7055-45e8-9441-6dd995844ad2,velocity_breach,medium,2026-09-11T10:47:07.463Z
eac1e39b-4b1f-4a4a-931c-33f1af7ecc2e,velocity_breach,medium,2026-09-11T10:47:07.463Z
4529329c-4923-41d4-873c-107a76b66656,velocity_breach,medium,2026-09-11T10:47:07.463Z
09b90cf6-b18d-41b2-bd79-38cae5a43869,velocity_breach,medium,2026-09-11T10:47:07.463Z
47550c7f-3735-4deb-a587-f4911a3557b2,velocity_breach,medium,2026-09-11T10:47:07.463Z
4baba027-0bd5-4cfc-a4f8-d357fd8b894e,velocity_breach,medium,2026-09-11T10:47:07.463Z
f56b5806-101d-401b-b590-b3ba9e6d38b4,velocity_breach,medium,2026-09-11T10:47:07.463Z
df42f81b-d73c-4be5-808a-6adb08ac4ded,velocity_breach,medium,2026-09-11T10:47:07.463Z
3c7c1aba-cc28-49a7-bbba-9e01e7bbd6bb,velocity_breach,medium,2026-09-11T10:47:07.463Z
434233aa-8149-435d-8147-fd6777c7742b,velocity_breach,medium,2026-09-11T10:47:07.463Z
59d65909-18ad-4377-8528-9aec707da950,velocity_breach,medium,2026-09-11T10:47:07.463Z
70c25a76-8bdf-45fc-aa21-b34a37ccbb54,velocity_breach,medium,2026-09-11T10:47:07.463Z
408085b0-9a89-49c3-a9fc-913a3044a10f,velocity_breach,medium,2026-09-11T10:47:07.463Z
c36898f0-d1ec-4580-bdbc-edb4b9530517,velocity_breach,medium,2026-09-11T10:47:07.463Z
8cd8e42f-8172-4026-880d-a425add093a0,velocity_breach,medium,2026-09-11T10:47:07.463Z
9c747f45-eaea-48b2-8cf7-5621443f1cd8,velocity_breach,medium,2026-09-11T10:47:07.463Z
d71d47a4-ca0a-4417-9416-48bd7095577f,velocity_breach,medium,2026-09-11T10:47:07.463Z
d2e982ff-348f-480e-803a-b33d963878ba,velocity_breach,medium,2026-09-11T10:47:07.463Z
a6fdc20a-c1e2-45a7-863a-66f9f614901b,velocity_breach,medium,2026-09-11T10:47:07.463Z
1d45f208-5a08-4425-97d5-196454469169,velocity_breach,medium,2026-09-11T10:47:07.463Z
8e470e1b-fdef-4b81-8b55-3e293180a30b,velocity_breach,medium,2026-09-11T10:47:07.463Z
ed5ea532-a78c-4c64-8110-770e879a1cf7,velocity_breach,medium,2026-09-11T10:47:07.463Z
1b0274c6-844d-4303-8518-f0fe363aeb06,velocity_breach,medium,2026-09-11T10:47:07.463Z
da9c4956-b1e5-4cb9-9677-053f51f402c8,velocity_breach,medium,2026-09-11T10:47:07.463Z
9a3afc9a-b13b-4caf-a36a-1279a15c9647,velocity_breach,medium,2026-09-11T10:47:07.463Z
4eea8680-1218-4576-8edb-2d895fd70ece,velocity_breach,medium,2026-09-11T10:47:07.463Z
d9fa04e5-4118-49b7-809a-e7bb986a0248,velocity_breach,medium,2026-09-11T10:47:07.463Z
768b574c-ddc8-4280-8d58-f6449703afed,velocity_breach,medium,2026-09-11T10:47:07.463Z
b603e04c-6598-4267-9dda-d63457ba3604,velocity_breach,medium,2026-09-11T10:47:07.463Z
4c7498d3-ee6c-4f7f-a9b8-ca5e8c5bd836,velocity_breach,medium,2026-09-11T10:47:07.463Z
632b0d11-d8e2-4587-a51c-a9656a74430d,velocity_breach,medium,2026-09-11T10:47:07.463Z
b218a88e-71cb-40e1-b451-68f69fb7e5fd,velocity_breach,medium,2026-09-11T10:47:07.463Z
f68e8097-8021-4437-892c-c8a115b80e61,velocity_breach,medium,2026-09-11T10:47:07.463Z
b76cc55c-86d6-4913-a3d4-2b5ee8a61443,velocity_breach,medium,2026-09-11T10:47:07.463Z
49323989-cb73-4b93-95ab-d65cad6f738d,velocity_breach,medium,2026-09-11T10:47:07.463Z
a416bfbe-ad22-4556-957f-3850bb60ccf1,velocity_breach,medium,2026-09-11T10:47:07.463Z
3e0c0fe7-790a-4e26-9736-61607ee32118,velocity_breach,medium,2026-09-11T10:47:07.463Z
7cf738ed-d3ae-47c5-9ff1-4e0b8b9db8d6,velocity_breach,medium,2026-09-11T10:47:07.463Z
57f8fb85-b1d7-4599-9c43-0335c28ee226,velocity_breach,medium,2026-09-11T10:47:07.463Z
9f72bdcf-34ff-4590-9f04-15a45bb08636,velocity_breach,medium,2026-09-11T10:47:07.463Z
e68ac9ef-0862-4ea7-b68d-60c6732c0a45,velocity_breach,medium,2026-09-11T10:47:07.463Z
752b224d-a2ee-4f11-92a7-eff1518c60ce,velocity_breach,medium,2026-09-11T10:47:07.463Z
e88f43bf-4863-4626-b0c4-5af26fdb2e20,velocity_breach,medium,2026-09-11T10:47:07.463Z
c8fabb67-7156-4852-ba8e-d8bd1556058a,velocity_breach,medium,2026-09-11T10:47:07.463Z
d3664d78-de41-4c34-88e9-bcb68840260c,velocity_breach,medium,2026-09-11T10:47:07.463Z
84e3dca8-27ca-404b-a250-81b703adab87,velocity_breach,medium,2026-09-11T10:47:07.463Z
f81066dc-b79c-4886-97f9-39ea4575c928,velocity_breach,medium,2026-09-11T10:47:07.463Z
0dd3cb50-5cb7-4372-b864-959eb57f52b5,velocity_breach,medium,2026-09-11T10:47:07.463Z
08c31aac-53b9-4f55-b6e3-4f870273b78b,velocity_breach,medium,2026-09-11T10:47:07.463Z
68cdbe38-638d-49dd-992e-a354c826b44d,velocity_breach,medium,2026-09-11T10:47:07.463Z
f5f94c54-3d42-4b00-9b42-6ab274d33bb7,velocity_breach,medium,2026-09-11T10:47:07.463Z
8a85f692-005a-43ea-b683-028918d61cd9,velocity_breach,medium,2026-09-11T10:47:07.463Z
b7391d97-540b-46af-9d1d-2ff65b35805b,velocity_breach,medium,2026-09-11T10:47:07.463Z
87fb5f46-e74b-4a69-a8db-002ac3266a11,velocity_breach,medium,2026-09-11T10:47:07.463Z
3903b02f-8dfe-4027-a956-a0d6193f34e4,velocity_breach,medium,2026-09-11T10:47:07.463Z
89f362c4-4102-430c-ad16-cd829a8c4ffe,velocity_breach,medium,2026-09-11T10:47:07.463Z
4a2ecc2e-12fe-4603-a23f-97700c945479,velocity_breach,medium,2026-09-11T10:47:07.463Z
a3506a37-11ce-4625-b90f-69cc117b8474,velocity_breach,medium,2026-09-11T10:47:07.463Z
727b374a-a268-44f0-b6e9-cfd1c2e7f3fc,velocity_breach,medium,2026-09-11T10:47:07.463Z
409c5be7-ce3f-4ace-af54-7c5b7aadcd8b,velocity_breach,medium,2026-09-11T10:47:07.463Z
e57c905f-813b-4ac2-aac4-ea977395bef6,velocity_breach,medium,2026-09-11T10:47:07.463Z
49e60025-c7b1-4b0f-902c-4de6bcf37f7d,velocity_breach,medium,2026-09-11T10:47:07.463Z
83922498-8155-40a7-82fa-957085b4f629,velocity_breach,medium,2026-09-11T10:47:07.463Z
ebca168f-f091-4f36-b2b5-3a7f786c7191,velocity_breach,medium,2026-09-11T10:47:07.463Z
e07074cf-1635-4114-9207-66ead2b00a3f,velocity_breach,medium,2026-09-11T10:47:07.463Z
051b8c7f-855f-498b-8d2a-68ade6059e8e,velocity_breach,medium,2026-09-11T10:47:07.463Z
706c94e6-09a1-407d-8e9c-decf2edb7862,velocity_breach,medium,2026-09-11T10:47:07.463Z
9482b2eb-790c-4173-bcda-5e8a717e0501,velocity_breach,medium,2026-09-11T10:47:07.463Z
58fc4fb2-5725-48c9-8d83-486b2434f9df,velocity_breach,medium,2026-09-11T10:47:07.463Z
04cfa11c-a50d-4661-857d-133abaab4554,velocity_breach,medium,2026-09-11T10:47:07.463Z
33bafb45-a505-49d8-a484-3ea6da10a48f,velocity_breach,medium,2026-09-11T10:47:07.463Z
587bb0e4-222f-4b0d-9721-7ebc834d6f1b,velocity_breach,medium,2026-09-11T10:47:07.463Z
93ae73ae-bc40-4aba-a568-f2419b71a4c3,velocity_breach,medium,2026-09-11T10:47:07.463Z
077dbc59-a0d8-458f-9bda-a0b3de51e999,velocity_breach,medium,2026-09-11T10:47:07.463Z
d82c55c1-e987-4a23-a630-3772cc57fb4a,velocity_breach,medium,2026-09-11T10:47:07.463Z
fef4fe5f-c2d1-4f2a-b55c-c9b279c222d2,velocity_breach,medium,2026-09-11T10:47:07.463Z
3da2616e-12e1-40dc-8d2e-55b3a9818eaa,velocity_breach,medium,2026-09-11T10:47:07.463Z
cffec9aa-6462-46fd-8eff-dacd2a960838,velocity_breach,medium,2026-09-11T10:47:07.463Z
79539b10-db26-4c3f-92e0-4873dec8d0f8,velocity_breach,medium,2026-09-11T10:47:07.463Z
d2f7db2a-8d72-4feb-9fa8-f6b7739ace0e,velocity_breach,medium,2026-09-11T10:47:07.463Z
914f5e25-f37b-4dd0-b3c9-f0acf99095c9,velocity_breach,medium,2026-09-11T10:47:07.463Z
8f36787b-76d4-4f61-8c0a-bb381b382281,velocity_breach,medium,2026-09-11T10:47:07.463Z
4fa09541-8e6a-4eab-afdc-8fbe80c0bb13,velocity_breach,medium,2026-09-11T10:47:07.463Z
272bc585-90cb-44eb-913c-d0edf3f1b2d9,velocity_breach,medium,2026-09-11T10:47:07.463Z
50d7ec21-909f-4f13-bb37-90b9c9d2af34,velocity_breach,medium,2026-09-11T10:47:07.463Z
e77cee97-51af-4295-8292-1c85e4eee7a4,velocity_breach,medium,2026-09-11T10:47:07.463Z
6d01e1c4-8c9d-4cb1-97b1-c718c1ff80c3,velocity_breach,medium,2026-09-11T10:47:07.463Z
574bbfdf-7ff2-45e0-89cf-07d829098e6a,velocity_breach,medium,2026-09-11T10:47:07.463Z
172780bc-39cd-4c7d-a3bb-f26acfb9aaf3,velocity_breach,medium,2026-09-11T10:47:07.463Z
1cf785d8-a1fc-41b7-9f50-d56a09932154,velocity_breach,medium,2026-09-11T10:47:07.463Z
9b4e6956-3873-458b-8b25-d5cc5e29ff0b,velocity_breach,medium,2026-09-11T10:47:07.463Z
e8ef3dfa-994f-4562-821a-140a381dcc6c,velocity_breach,medium,2026-09-11T10:47:07.463Z
3381662f-4aac-4f0b-9eb8-86f1bc7385be,velocity_breach,medium,2026-09-11T10:47:07.463Z
decc00f3-0b41-480a-b242-a55755031209,velocity_breach,medium,2026-09-11T10:47:07.463Z
a82abd06-06b6-45ec-ba05-ef1805fc35b6,velocity_breach,medium,2026-09-11T10:47:07.463Z
a6bcc42a-cd9b-4eb5-8f0c-eb9333cb5836,velocity_breach,medium,2026-09-11T10:47:07.463Z
2f6c041a-8942-4ad3-9e73-f1c21c92f4ba,velocity_breach,medium,2026-09-11T10:47:07.463Z
35d2110d-f1f4-4111-b806-3172efd3ccc4,velocity_breach,medium,2026-09-11T10:47:07.463Z
664e8b35-a252-4687-b5b5-797add012faf,velocity_breach,medium,2026-09-11T10:47:07.463Z
acf886af-ab4f-44b8-acf4-45330cd449d9,velocity_breach,medium,2026-09-11T10:47:07.463Z
6386c957-1ec6-4855-afdb-f92e7c607393,velocity_breach,medium,2026-09-11T10:47:07.463Z
f05c7a47-e466-49a5-88e1-2e01672d6895,velocity_breach,medium,2026-09-11T10:47:07.463Z
0544ec24-683a-4502-a246-ad4c968ace60,velocity_breach,medium,2026-09-11T10:47:07.463Z
82acc9aa-76df-40a7-8a23-5ec0689ab79e,velocity_breach,medium,2026-09-11T10:47:07.463Z
e5be1642-2681-4548-975f-0cc65b84cb39,velocity_breach,medium,2026-09-11T10:47:07.463Z
e48e5307-2b3a-435c-8da2-7af7c92fccd6,velocity_breach,medium,2026-09-11T10:47:07.463Z
0e198d32-bf78-4d83-a1c8-4ccc9fb3f1b1,velocity_breach,medium,2026-09-11T10:47:07.463Z
29e7b6cb-52ce-4541-b217-193cd52b320d,velocity_breach,medium,2026-09-11T10:47:07.463Z
514e8b8f-5f73-4f44-af64-e3e3d5039457,velocity_breach,medium,2026-09-11T10:47:07.463Z
527928ff-845f-47f3-9b13-87875b1a3a3b,velocity_breach,medium,2026-09-11T10:47:07.463Z
58c2bfdb-802e-45f9-82fa-eb795fb08fef,velocity_breach,medium,2026-09-11T10:47:07.463Z
a87926d7-6911-48cc-a11e-8c2558982413,velocity_breach,medium,2026-09-11T10:47:07.463Z
8bd6ad72-8411-4971-84b7-6ba117877a91,velocity_breach,medium,2026-09-11T10:47:07.463Z
7271646f-2053-45dd-8a3c-b80d73b176d8,velocity_breach,medium,2026-09-11T10:47:07.463Z
30f7c49b-2a82-4e6d-8f6f-5a62accf67b8,velocity_breach,medium,2026-09-11T10:47:07.463Z
6c29c58f-c32e-4433-a813-5acdb23270c5,velocity_breach,medium,2026-09-11T10:47:07.463Z
bf665db4-3ecf-4de3-b694-d3f3b275156b,velocity_breach,medium,2026-09-11T10:47:07.463Z
e82ac84a-0d15-4d9d-ab83-a634e27a1377,velocity_breach,medium,2026-09-11T10:47:07.463Z
cbacb757-7286-4f7d-adf7-7e78992b461e,velocity_breach,medium,2026-09-11T10:47:07.463Z
120a4108-eef4-468d-9fd1-1ca8d5fb95b7,velocity_breach,medium,2026-09-11T10:47:07.463Z
dceacdcd-bb1a-4f5f-a2a0-c80733f59ac8,velocity_breach,medium,2026-09-11T10:47:07.463Z
abcd8b3e-d6c2-4c35-8c8d-0bcf4d6d5bd4,velocity_breach,medium,2026-09-11T10:47:07.463Z
a7728a76-a1be-4928-a0b3-5edd846e84c4,velocity_breach,medium,2026-09-11T10:47:07.463Z
5fc58df5-88ac-4453-8eb4-1e0f0aa6f925,velocity_breach,medium,2026-09-11T10:47:07.463Z
38c7b807-b17c-4b13-9992-cd00bf0e0f78,velocity_breach,medium,2026-09-11T10:47:07.463Z
5745c2a9-0886-4296-bd52-e46c00cd15f8,velocity_breach,medium,2026-09-11T10:47:07.463Z
2012a09c-bb8d-4967-8c84-61e951b26f86,velocity_breach,medium,2026-09-11T10:47:07.463Z
cc9fcc6d-9428-4d44-81ef-2492a8c82936,velocity_breach,medium,2026-09-11T10:47:07.463Z
a8742510-40c5-4f56-b059-5acfc67103be,velocity_breach,medium,2026-09-11T10:47:07.463Z
319501bb-0897-4bd1-80a0-8492c3ea8ff2,velocity_breach,medium,2026-09-11T10:47:07.463Z
be7201fd-cf33-47cb-b6ec-3973e2f5d3bd,velocity_breach,medium,2026-09-11T10:47:07.463Z
98d66b93-0f7e-449b-b245-165d110c433e,velocity_breach,medium,2026-09-11T10:47:07.463Z
296904e4-3290-4084-96a3-3d402f3c2ba5,velocity_breach,medium,2026-09-11T10:47:07.463Z
627f359f-ca71-462b-b6ae-6eb957981da1,velocity_breach,medium,2026-09-11T10:47:07.463Z
8b583cb2-aca2-4915-b24f-70903a026fb9,velocity_breach,medium,2026-09-11T10:47:07.463Z
d2688d5f-b695-496a-a65f-527358f2e019,velocity_breach,medium,2026-09-11T10:47:07.463Z
cda41310-8f47-401f-a6f1-f85007a46e78,velocity_breach,medium,2026-09-11T10:47:07.463Z
2b9d6834-d1d7-4700-a97c-245ce72dbbcc,velocity_breach,medium,2026-09-11T10:47:07.463Z
081d9a78-80cc-4bc1-85bb-f6ceadb1f67b,velocity_breach,medium,2026-09-11T10:47:07.463Z
d810595d-efbf-45c3-9535-f701c791c168,velocity_breach,medium,2026-09-11T10:47:07.463Z
