gateway_id,transaction_ref,amount,gateway_status,received_at
37,1690b59a-2b5b-44b8-84d8-408b1cd25383,14406.68,success,2026-09-10 08:21:16.965575
38,10987198-babf-4a78-908a-fd9ac8a5d585,8101.08,success,2026-09-10 08:21:16.967737
39,a6d0b18d-e1db-4305-9f6c-1e0dabdfdf14,1651.48,success,2026-09-10 08:21:16.969716
40,59806820-d88f-4be5-ae61-40572f556b8d,17868.41,success,2026-09-10 08:21:16.971853
41,0452ab7e-09d4-4aeb-9a7a-2f8d627a4e83,8106.32,success,2026-09-10 08:21:16.973698
42,e8928bb7-96b7-4f3a-bd92-7e29d55e4875,14410.27,success,2026-09-10 08:21:16.975621
43,9f72bdcf-34ff-4590-9f04-15a45bb08636,431.75,success,2026-09-10 08:21:16.977503
44,8c60b2a0-d4cd-4484-b9c5-be77eb85d0f2,18445.84,success,2026-09-10 08:21:16.979729
45,4939a076-e199-4608-b913-2183e1018f9f,3402.94,success,2026-09-10 08:21:16.981749
46,0893747d-c727-469c-8e8c-5e4cbc3f570d,13375.49,success,2026-09-10 08:21:16.983784
47,2efd5cf0-c789-4251-8511-9a294ef2450d,14786.24,success,2026-09-10 08:21:16.985719
48,06d1045c-4957-4cce-8cc1-24e09a06a21a,6343.59,success,2026-09-10 08:21:16.987816
49,0cfa470b-dfe6-481f-8d66-491143e6c065,11219.87,success,2026-09-10 08:21:16.989598
50,e68c4986-dde3-4c69-aaad-31e09cfe7ce8,5878.29,success,2026-09-10 08:21:16.991618
51,48863e5b-dcdc-43ed-bbca-2c4bb6b52f19,17761.23,success,2026-09-10 08:21:16.993739
52,afc311aa-aae7-493b-871c-0446197fcf1c,1001.22,success,2026-09-10 08:21:16.995618
53,52123fb7-f4bf-4e13-913e-0eb682dd1076,10950.93,success,2026-09-10 08:21:16.997731
54,8d2e8b38-f7c0-4ece-b858-a950a02ef8d2,19414.30,success,2026-09-10 08:21:16.999743
55,3fd28ba1-4b23-4e39-b122-fd4934d974f1,13485.66,success,2026-09-10 08:21:17.00148
56,cb9d6428-bb82-4793-b006-349e36cbef00,7039.74,success,2026-09-10 08:21:17.003351
57,697ef835-b61a-4201-bf0a-da186efb9424,5339.65,success,2026-09-10 08:21:17.004997
58,c78c6920-f78a-4ab3-a126-a00621a9a6c9,6399.46,success,2026-09-10 08:21:17.006791
59,b17fc9fc-b720-4930-a015-dc43b78b973b,16480.59,success,2026-09-10 08:21:17.008902
60,849a8275-4635-4527-a4e2-c52683f30979,11722.45,success,2026-09-10 08:21:17.010827
61,044b2a6b-eb76-44f2-a2f5-84458599c9b6,2991.93,success,2026-09-10 08:21:17.013966
62,421fe8ff-1c59-4fec-af0d-a19d0ba0a5eb,7703.74,success,2026-09-10 08:21:17.015987
63,d32b1cc0-5725-452e-bb14-318732642200,12601.95,success,2026-09-10 08:21:17.017917
64,5d64f90b-1675-4b98-a098-46037b13d049,15787.78,success,2026-09-10 08:21:17.020099
65,73fa4aaa-64c0-4bab-ab4b-45fc3c4edb82,79.97,success,2026-09-10 08:21:17.022133
66,15a2ead6-9c78-4e68-8ab2-c100519000e3,10702.87,success,2026-09-10 08:21:17.024063
67,6c03ca1b-af64-4a55-8337-1fdbb54d5c7c,1137.32,success,2026-09-10 08:21:17.025993
68,9d93e3ea-1601-4ebe-a5e2-43683f416b4d,9220.87,success,2026-09-10 08:21:17.027906
69,ceb061ba-d7d7-4d8e-8007-c01f590bc993,571.55,success,2026-09-10 08:21:17.029842
70,9624afa7-179f-4047-a477-18d59b6c0bc3,11793.89,success,2026-09-10 08:21:17.031825
71,6b58b150-2aa4-4f9b-a250-7af3cd7e4dcf,5004.11,success,2026-09-10 08:21:17.03468
72,b6fff1fd-73c0-410d-80e5-0d9689a9cc75,19215.70,success,2026-09-10 08:21:17.036623
73,47f24306-875b-4e32-bcec-734e8e6cf0b6,754.93,success,2026-09-10 08:21:17.03851
74,230aa6a0-ea05-409d-af86-a0ecd64090ac,10104.51,success,2026-09-10 08:21:17.04239
75,2afa29fa-e01e-4f0d-b5d2-7241182fe381,11027.98,success,2026-09-10 08:21:17.044791
76,7dc747c1-f58a-400e-925c-6478c141b8ff,19759.17,success,2026-09-10 08:21:17.046679
77,c14d29b0-f4eb-49fc-bf19-cb01fcf51001,1721.15,success,2026-09-10 08:21:17.048531
78,d56ffb77-5112-4ee6-a334-226981389ca2,11657.84,success,2026-09-10 08:21:17.050437
79,d732db19-db41-4e7c-a8a3-996ff0da43bb,10905.14,success,2026-09-10 08:21:17.052378
80,bce7b7cf-23fa-419f-b9e4-994855667017,14986.77,success,2026-09-10 08:21:17.054283
81,dd1f2bca-3bf3-4007-9b6e-1f7f58b11d50,15050.65,success,2026-09-10 08:21:17.056202
82,6e669067-9bec-4e3f-ada7-588cfaedf6a2,4019.12,success,2026-09-10 08:21:17.058032
83,5d9c04f4-dc70-47cf-8115-47608125b8d6,7851.67,success,2026-09-10 08:21:17.060041
84,5be7deed-91da-488f-bf10-74e2f782cee6,6173.48,success,2026-09-10 08:21:17.061836
85,e2c4dbf6-7e94-4b9c-9d5a-655f35234aee,16732.11,success,2026-09-10 08:21:17.063689
86,c70937d8-e550-4b2e-a8c9-f77819b7eb8f,4188.57,success,2026-09-10 08:21:17.06664
87,b2672743-b426-4884-83e9-1cd6aa3792f5,12183.01,success,2026-09-10 08:21:17.06884
88,ee1cd0f0-de0b-4c85-b603-fc34aca2a395,9767.16,success,2026-09-10 08:21:17.070742
89,a9230fec-62d6-406b-acbc-d9912e928ffd,11544.83,success,2026-09-10 08:21:17.072769
90,3beadde2-bb50-4b5a-929e-c4279f889fab,2836.12,success,2026-09-10 08:21:17.074816
91,ec701692-6005-409b-9b53-a8c73fef8de0,8816.57,success,2026-09-10 08:21:17.076921
92,dca8b227-7f73-4405-9f96-bf78bd57f941,11924.46,success,2026-09-10 08:21:17.078852
93,e40b73ca-7094-41ac-b937-135687075188,3844.53,success,2026-09-10 08:21:17.080907
94,57761420-7998-48db-8b6d-c079028f1776,1279.78,success,2026-09-10 08:21:17.082755
95,cce43b50-f4e1-44dc-83d7-9d6b7de79176,17471.28,success,2026-09-10 08:21:17.084677
96,f59d1ba8-aaf4-4002-8a41-367230839e72,15125.92,success,2026-09-10 08:21:17.086818
97,9cb7b519-4d50-4eaa-a710-a8b2543fc8c2,8542.22,success,2026-09-10 08:21:17.089103
98,735a73aa-f68f-47a4-923a-f6286854d3e4,8569.58,success,2026-09-10 08:21:17.090936
99,4a09d614-0301-4e08-8e97-ce72b0811e26,3560.30,success,2026-09-10 08:21:17.093051
100,d9e23adf-6ed3-4a69-b554-edaf5f8b160d,18594.73,success,2026-09-10 08:21:17.09521
101,e2ea3c0a-da9b-49f2-af5e-2d0c7f5fabe4,1904.90,success,2026-09-10 08:21:17.097107
102,51f07d31-b9a4-45a8-919a-c9d86c7b8334,9885.20,success,2026-09-10 08:21:17.099012
103,f12f983e-da11-4d99-8ef4-acde511a6cfe,16745.52,success,2026-09-10 08:21:17.100894
104,cecfaebf-07f8-48a7-ac02-62f7ce33c536,12892.55,success,2026-09-10 08:21:17.10279
105,3491ec08-d714-4807-aeba-8381329db544,12607.44,success,2026-09-10 08:21:17.104869
106,6701e320-0ca3-40c0-bd07-4415500fb44f,6995.74,success,2026-09-10 08:21:17.106735
107,f336693c-b4e3-4017-8505-7260685b5000,8883.56,success,2026-09-10 08:21:17.108669
108,63641b23-6b5f-462e-93c9-5efb1b660d1c,9386.45,success,2026-09-10 08:21:17.110726
109,1bd22a57-59c4-4654-80fa-29068d1196f5,5277.26,success,2026-09-10 08:21:17.11269
110,421b5c0f-35ba-46a9-93af-3e05e226eea5,14924.63,success,2026-09-10 08:21:17.11464
111,29b5abde-780e-4903-a202-71cd2e949b5a,6625.92,success,2026-09-10 08:21:17.11687
112,0d2f9a40-5953-4b92-99b9-746e42f012ab,15373.58,success,2026-09-10 08:21:17.119169
113,93b41d20-3b7b-4fbd-9c45-ae45da734969,9807.64,success,2026-09-10 08:21:17.121406
114,f3f1e060-e4d6-4b8b-ab88-456efa6a9c48,2565.61,success,2026-09-10 08:21:17.123711
115,28fcce85-682c-4ff2-a3c0-c52469c1dd65,9508.10,success,2026-09-10 08:21:17.125418
116,e897c555-9f9c-48b3-a2a0-a72ce0b38988,19708.55,success,2026-09-10 08:21:17.127098
117,20440def-f324-40fb-b398-9ca36f397e97,13752.51,success,2026-09-10 08:21:17.128567
118,e1fb62cf-6089-4cf5-9f69-d5b9db0a78e0,9097.98,success,2026-09-10 08:21:17.130173
119,ffc87b0c-a4ab-44f6-9f6f-174288046b0b,4385.06,success,2026-09-10 08:21:17.131919
120,4e916012-09af-4e06-a10f-ececb1bd2e7c,12568.09,success,2026-09-10 08:21:17.13385
121,945f0dc0-6871-403b-8e56-85514ded0aa8,3516.07,success,2026-09-10 08:21:17.135891
122,4bbd4a03-fc9e-48d2-bcce-1d0bf9582301,18276.17,success,2026-09-10 08:21:17.138188
123,b6939a41-d4d3-4576-9969-db35d48ccd86,16041.20,success,2026-09-10 08:21:17.139975
124,9b8624c7-35e7-4435-a6b2-8a83c6879b6f,2129.07,success,2026-09-10 08:21:17.141908
125,92204008-8eab-4bcc-8e4e-68e99961bd9a,6773.68,success,2026-09-10 08:21:17.144551
126,4a85d045-82cd-4fdc-8f78-9aedb9c635f7,18115.77,success,2026-09-10 08:21:17.146288
127,f40314ec-e1fb-4dfe-830f-dfc6cfd34db8,19263.57,success,2026-09-10 08:21:17.148307
128,4e4fe94f-6c45-46ce-a594-0313356ca7e8,10462.26,success,2026-09-10 08:21:17.150284
129,7782953d-edef-4702-81af-ac139878e87b,15109.21,success,2026-09-10 08:21:17.152406
130,87963adb-8ee8-4aa5-b161-363197eb48a4,7011.77,success,2026-09-10 08:21:17.155606
131,9ff21191-6765-4d50-87c4-da1b58e52b87,508.81,success,2026-09-10 08:21:17.157504
132,be3a427b-67e0-462e-b345-6a8a6479a022,3268.67,success,2026-09-10 08:21:17.159565
133,1e8c3764-f95a-47df-a11e-51810c39aa79,7115.36,success,2026-09-10 08:21:17.161512
134,b61dc11b-d08a-4d59-8242-3b25c3960f54,14390.46,success,2026-09-10 08:21:17.164534
135,1908bb08-1e37-4106-bc5f-ed0dca8e620f,12734.06,success,2026-09-10 08:21:17.166531
136,16fa7cff-29c1-4061-82c3-10b169d76f74,5065.32,success,2026-09-10 08:21:17.168836
137,993311e7-8067-474b-b151-53a5fdae5879,7941.33,success,2026-09-10 08:21:17.170747
138,23e4b2e6-c4f0-4c3d-9edf-744ed1d5a629,18060.63,success,2026-09-10 08:21:17.172649
139,18a6c482-f583-4765-9e5a-7cd67c5a09d5,11000.47,success,2026-09-10 08:21:17.174548
140,84c28e81-a1df-4ebb-9891-efa102f98c21,15104.78,success,2026-09-10 08:21:17.1766
141,0eb8a653-024f-4dcc-9c80-e14e060fcc1c,15407.10,success,2026-09-10 08:21:17.178496
142,52b5dbe6-17de-458d-999f-f3cde2f65ca1,10941.99,success,2026-09-10 08:21:17.180525
143,63217f32-a493-4968-b2f1-d26be33fc9db,14966.04,success,2026-09-10 08:21:17.182334
144,66500337-ba90-455e-abb1-40933b576af6,11306.46,success,2026-09-10 08:21:17.184514
145,0762f558-7109-4547-a3cc-702dc25068f3,17464.23,success,2026-09-10 08:21:17.186506
146,5678fd81-91b3-46d1-9840-f4f1e59798a3,9774.47,success,2026-09-10 08:21:17.188652
147,8159f2de-84ff-4dae-a025-761dc12a4026,5224.83,success,2026-09-10 08:21:17.190674
148,2c92deb9-ea6e-4b92-ab29-3b68958ae42f,12794.96,success,2026-09-10 08:21:17.19261
149,91a26e1a-644b-4332-be8f-ab7b7a3267fa,400.57,success,2026-09-10 08:21:17.194739
150,8cd8e42f-8172-4026-880d-a425add093a0,437.02,success,2026-09-10 08:21:17.196645
151,56fd6d75-e71a-4e66-b6f2-e2ef0c0ccdc9,9385.19,success,2026-09-10 08:21:17.198672
152,ced14080-a963-4435-8b12-981e8aba8ace,9212.98,success,2026-09-10 08:21:17.202391
153,726fc76a-16ec-4c12-9b20-82c7b5740622,2579.20,success,2026-09-10 08:21:17.20453
154,bd576668-968d-4b15-9ae6-90236de8a5cb,4608.65,success,2026-09-10 08:21:17.206499
155,df33d169-72f0-4990-9e2b-03211b1929c0,4938.86,success,2026-09-10 08:21:17.208502
156,c52cb41f-0de9-411f-b19a-7d952461f594,896.11,success,2026-09-10 08:21:17.210434
157,d4a7a73e-538c-40a5-9773-566bea38a392,6521.98,success,2026-09-10 08:21:17.212305
158,2e479f5c-647f-4e9a-9de0-f7fa80f6b066,8449.83,success,2026-09-10 08:21:17.214356
159,ae403959-7ed1-460a-b0a5-9a99503ecb17,12661.00,success,2026-09-10 08:21:17.216793
160,96bf3fa7-2edb-404c-9a86-aa927d8d037b,623.57,success,2026-09-10 08:21:17.218576
161,eb69196b-1464-40db-9fa9-4a4ba5f151ac,12631.55,success,2026-09-10 08:21:17.22012
162,55f50206-c737-4693-88ed-ecd6f64e3920,2061.63,success,2026-09-10 08:21:17.221522
163,b01d76a6-0248-40f9-a384-6de8219d6412,12877.11,success,2026-09-10 08:21:17.223419
164,1ce4aaa7-8879-4135-9094-b91ecb9c3d41,12458.90,success,2026-09-10 08:21:17.22552
165,1ce4aaa7-8879-4135-9094-b91ecb9c3d41,12458.90,success,2026-09-10 08:21:17.22552
166,a31b7fa6-29ad-435c-993e-e02762144340,8609.97,success,2026-09-10 08:21:17.227787
167,3b28b837-9c85-442f-8c2f-74e435f8c6a0,8931.88,success,2026-09-10 08:21:17.229676
168,cff9c217-e7f5-4f0f-9a0f-8a776a083d1d,8488.24,success,2026-09-10 08:21:17.231828
169,fb5e1e2e-e20c-42f7-b14b-b597b2604108,2491.25,success,2026-09-10 08:21:17.233984
170,cc5cbfdf-5a18-48a1-8ab8-1ad8e676febd,8689.10,success,2026-09-10 08:21:17.23592
171,e4e5a8cf-66f0-4e06-94db-f8eb59a572cb,2729.71,success,2026-09-10 08:21:17.238002
172,28de53e1-2381-4121-ba6d-e390f75f6b7c,18855.84,success,2026-09-10 08:21:17.239869
173,a1bd49a5-044f-4577-8bc2-80313b6beaad,16968.18,success,2026-09-10 08:21:17.242344
174,ec8dacf5-f8f8-45bf-a8e8-66f73793e6d3,1677.11,success,2026-09-10 08:21:17.244462
175,f96e8e3e-fce7-495c-8023-2ec6b0187ccb,1533.94,success,2026-09-10 08:21:17.246524
176,fd1c44d7-cc24-408c-b78a-b4cd61ab741c,4774.05,success,2026-09-10 08:21:17.248366
177,554d8227-922f-4849-b4d7-f088d6ed8747,13095.78,success,2026-09-10 08:21:17.250313
178,63997e50-abd5-4696-a443-54ca7ee7a046,8244.61,success,2026-09-10 08:21:17.253345
179,728ffbd5-23d0-47d2-ad89-aa165c768ec4,10477.70,success,2026-09-10 08:21:17.256394
180,d84d5107-d753-40be-a872-718d16720712,2741.73,success,2026-09-10 08:21:17.25833
181,1604aa72-c456-47a9-ad89-4655eb9ca1b4,15487.68,success,2026-09-10 08:21:17.260613
182,eef8c902-7ac3-4978-ac72-00842cde33b3,2276.30,success,2026-09-10 08:21:17.262634
183,8bae738d-e78e-47fe-92ec-41ffb8f2b135,8866.07,success,2026-09-10 08:21:17.264556
184,b2d1088c-6255-4686-a272-cc37849ebc6b,8125.44,success,2026-09-10 08:21:17.266463
185,7be791bf-9eba-4373-8812-54399777c306,8319.54,success,2026-09-10 08:21:17.26828
186,48a61cc6-bac1-4b09-ae4f-468b377e11b4,14170.87,success,2026-09-10 08:21:17.270282
187,1ef168b3-958b-4b0e-af4a-af765dfb6803,11926.08,success,2026-09-10 08:21:17.27217
188,ab245178-0e85-4544-ac15-0950ac43a991,15945.61,success,2026-09-10 08:21:17.274001
189,dc4a9c86-a21b-48ad-a899-2427889d4d49,16279.85,success,2026-09-10 08:21:17.276036
190,7a02f0ac-dddd-468b-9690-5f16fd34dfe1,13505.33,success,2026-09-10 08:21:17.278082
191,f87c9dfb-ea5e-4e74-8421-141d7066a7d9,10686.21,success,2026-09-10 08:21:17.280063
192,ce606dbd-587a-4a74-a376-43cbaad93daa,14305.40,success,2026-09-10 08:21:17.281914
193,754193b5-8ec3-4167-8eda-612abab2560e,6024.76,success,2026-09-10 08:21:17.283951
194,209a327c-09b8-44bb-8f54-3226288d0772,16452.55,success,2026-09-10 08:21:17.286929
195,5666ea1f-5d85-49d2-80b3-f5cbc528e1da,760.31,success,2026-09-10 08:21:17.288892
196,698437bc-a303-46f9-b62c-ddc764f4aa3b,2560.42,success,2026-09-10 08:21:17.290747
197,f3cbea8d-4807-40ae-be4d-9f8ac56a29b2,5008.27,success,2026-09-10 08:21:17.292655
198,ad0f9e66-24cc-450e-beda-dfb0d443dbe2,12832.65,success,2026-09-10 08:21:17.294603
199,2e941f35-539d-4477-bcfc-c0bc11e7225d,4589.16,success,2026-09-10 08:21:17.29655
200,bc45a872-511f-4720-bee1-b05407baca83,7992.75,success,2026-09-10 08:21:17.298391
201,2f221000-9bb4-4da1-b221-d479799bf258,10073.42,success,2026-09-10 08:21:17.300258
202,35d2110d-f1f4-4111-b806-3172efd3ccc4,254.31,success,2026-09-10 08:21:17.302388
203,58a3dc90-7eac-4c48-a2eb-af8272163cea,5936.85,success,2026-09-10 08:21:17.304172
204,17c86b22-7e16-4724-91bf-ee9300b9bd5c,15614.40,success,2026-09-10 08:21:17.306322
205,b6520081-7d67-4246-84c6-0be46caf9978,16451.33,success,2026-09-10 08:21:17.308217
206,d5863989-3777-4b60-9100-9a0e37be4171,17526.98,success,2026-09-10 08:21:17.310595
207,1af6d053-57b3-4783-9220-0b5003e20276,14239.73,success,2026-09-10 08:21:17.312606
208,ac39faa1-8aff-4aa8-8514-f5747aad7f3f,15260.01,success,2026-09-10 08:21:17.314394
209,e919459f-571a-4540-8599-bed62e2e1f95,4472.22,success,2026-09-10 08:21:17.316339
210,4e4e44be-f1dd-4cb8-848e-ea5edb5908fa,14795.77,success,2026-09-10 08:21:17.31829
211,07966ad2-dcac-43a0-bd88-6121cef25f38,13970.10,success,2026-09-10 08:21:17.320273
212,5178fe17-0f40-4750-9366-19de7e359cee,13092.60,success,2026-09-10 08:21:17.322132
213,57860368-2eb2-41aa-a036-07cb487fe62c,13086.56,success,2026-09-10 08:21:17.324165
214,4db3e2e8-7baf-4093-9d13-4614b695c0c1,5395.16,success,2026-09-10 08:21:17.32601
215,768bd58b-8f5f-4de7-99c6-26d2fb3c7af2,928.31,success,2026-09-10 08:21:17.32799
216,8e4543b8-be0d-4d7d-9fae-6b6072ce2e16,8487.77,success,2026-09-10 08:21:17.329778
217,22188e42-0137-4869-8a29-d54c0ccc8af6,7969.77,success,2026-09-10 08:21:17.331975
218,be554633-dcaf-4773-bee3-bc19dea5ac89,15983.14,success,2026-09-10 08:21:17.334169
219,c98365db-3310-4e94-aa9c-21a11c181273,4746.86,success,2026-09-10 08:21:17.336218
220,edbaca22-9a60-4953-8975-3ce8c6351f45,18226.22,success,2026-09-10 08:21:17.338312
221,8df2f567-3ff9-4977-a919-224095c3cf9f,19628.60,success,2026-09-10 08:21:17.340241
222,8ba75d72-88eb-4e73-8b14-028e5b92b7ba,11764.94,success,2026-09-10 08:21:17.341986
223,c52e8816-e71b-40e5-b91d-ead5fe663e52,15036.62,success,2026-09-10 08:21:17.344167
224,5677c20b-c9d8-4fd7-85b6-2083f6e2b76f,4081.55,success,2026-09-10 08:21:17.346075
225,73b141cb-6f9a-4077-8f28-3956e44ac9d2,2379.61,success,2026-09-10 08:21:17.34808
226,3bce883c-7af5-4aa4-a60c-b1595a5dd736,2661.32,success,2026-09-10 08:21:17.350023
227,e3f25a6d-dbe6-414d-b8b0-af72e06f211a,1265.73,success,2026-09-10 08:21:17.352119
228,2dcd7bdb-d600-4f83-b3be-7c67c6aa3451,6675.80,success,2026-09-10 08:21:17.354118
229,38a8c3b3-1b09-4e1f-9a1e-9a307485ba29,1328.44,success,2026-09-10 08:21:17.355975
230,55a318fc-d43c-4b34-ad84-7b6c4a53fdfe,941.45,success,2026-09-10 08:21:17.357899
231,b9fd9fad-9f1b-46cb-aa6f-60f47c66be87,12398.08,success,2026-09-10 08:21:17.359992
232,cfcc78fb-509f-4a6b-9813-937617caf0c2,18385.38,success,2026-09-10 08:21:17.361768
233,d2e71344-feef-4c5c-ae43-6b3a8c5ddceb,12079.56,success,2026-09-10 08:21:17.363772
234,46699b90-aefe-4199-9cf0-f17370abc36a,4391.86,success,2026-09-10 08:21:17.365899
235,23bb30f7-a722-40d0-bef4-59d685c51abb,9872.37,success,2026-09-10 08:21:17.367665
236,2ece275c-bd2a-45a4-93d8-6f1ec54066b6,4031.75,success,2026-09-10 08:21:17.369611
237,e0326920-e652-4f21-a7b4-5bf6d9f66974,11382.92,success,2026-09-10 08:21:17.371498
238,7de9f367-d489-4f7a-a7a8-3be2dc44b9fa,4659.14,success,2026-09-10 08:21:17.373343
239,3ffc768b-49b4-4418-89c1-ef55cd918693,17732.64,success,2026-09-10 08:21:17.375299
240,9ff03164-06a6-4e0c-8689-681120f6570c,10807.79,success,2026-09-10 08:21:17.377345
241,598ece7a-8fe0-4488-8f7e-e1e077a2a592,18739.00,success,2026-09-10 08:21:17.379284
242,53da58a8-6f37-41c4-9222-77af2e0c12a8,9457.82,success,2026-09-10 08:21:17.38112
243,c5bf5172-7554-44d8-a92d-094500fb745c,14356.44,success,2026-09-10 08:21:17.383303
244,14214814-56b7-4ce4-bdb4-2ccdc457f7fb,17760.36,success,2026-09-10 08:21:17.385245
245,bb386fe2-0ba6-41ad-893b-af127404f47e,241.43,success,2026-09-10 08:21:17.387069
246,2be32ccf-2620-4ed0-906d-703ce887d19b,15401.04,success,2026-09-10 08:21:17.388944
247,e3874421-bfa3-47fc-bca4-ffc2635050e6,6454.56,success,2026-09-10 08:21:17.391308
248,a5a43397-444a-4dc9-a37a-997a0f450385,10590.70,success,2026-09-10 08:21:17.393478
249,991f6f61-d5fe-4910-bb22-d29537abaa22,6587.36,success,2026-09-10 08:21:17.395368
250,3ee2cbb5-06d4-494a-89bf-fef889d8ccb7,17985.35,success,2026-09-10 08:21:17.397709
251,8ed013f7-3ffc-4dea-9354-d33331a84cc1,8563.32,success,2026-09-10 08:21:17.399605
252,4afe734c-caaf-4bb0-b341-a4778acfbf53,14297.94,success,2026-09-10 08:21:17.401519
253,96bdcc66-b77b-471d-b06f-5fe7ff2404ae,5844.06,success,2026-09-10 08:21:17.403662
254,2e296c61-af85-4e49-be25-48f1e21a571a,18830.27,success,2026-09-10 08:21:17.407101
255,c096f7cf-1c84-421f-a348-9acfe5dea55f,13296.66,success,2026-09-10 08:21:17.409011
256,f5f3b60d-d329-4d00-b533-4fcc430bbb63,15427.80,success,2026-09-10 08:21:17.411067
257,3ee5fd1c-c2be-446b-a302-6bb5f6bfe509,18733.65,success,2026-09-10 08:21:17.413187
258,c8ceb6a6-1d95-4b2d-aaf2-31d2e626bd0e,2682.37,success,2026-09-10 08:21:17.414972
259,8173cf7e-47be-4d4c-a453-a092f85694b2,8651.01,success,2026-09-10 08:21:17.416971
260,2f172922-ecaa-457b-beb6-00c918ff0c81,12240.64,success,2026-09-10 08:21:17.418999
261,5d5d37f5-b075-4f91-9fe0-b4712f6e9bbb,8855.79,success,2026-09-10 08:21:17.420927
262,464c4974-e7a1-4095-8fd5-4b19ceb6d860,8105.66,success,2026-09-10 08:21:17.423069
263,74350620-fa39-4eef-b934-098b7e9cd704,9443.43,success,2026-09-10 08:21:17.42518
264,27b7bd89-c958-424a-bd9d-21ac199f67f2,7671.01,success,2026-09-10 08:21:17.427059
265,fed6e78d-2ea0-4f68-8a51-36d1fa636307,1524.82,success,2026-09-10 08:21:17.429198
266,853df81a-778e-4ff1-9bdf-c2130fd5a702,11649.74,success,2026-09-10 08:21:17.431306
267,57659276-1f17-4758-a903-51334f54c893,14017.80,success,2026-09-10 08:21:17.43308
268,47c17b9e-8204-436a-82fd-4ee2df6398a7,2608.76,success,2026-09-10 08:21:17.435117
